key,region,process_res,process_ely,process_deriv,process_flh,value,source
"NOR,WIND-OFF,SOEC-EL,,H2-RGAS",NOR,WIND-OFF,SOEC-EL,,H2-RGAS,7008.0,öko
"NOR,WIND-OFF,SOEC-EL,,SOEC-EL",NOR,WIND-OFF,SOEC-EL,,SOEC-EL,5477.79526773299,
"NOR,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHREC",NOR,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"NOR,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHSYN",NOR,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHSYN,5985.2278228304,
"NOR,WIND-OFF,SOEC-EL,CH3OHSYN,SOEC-EL",NOR,WIND-OFF,SOEC-EL,CH3OHSYN,SOEC-EL,5985.2278228304,
"NOR,WIND-OFF,SOEC-EL,CH4SYN,ATR",NOR,WIND-OFF,SOEC-EL,CH4SYN,ATR,7008.0,
"NOR,WIND-OFF,SOEC-EL,CH4SYN,CH4-LIQ",NOR,WIND-OFF,SOEC-EL,CH4SYN,CH4-LIQ,5982.377266449295,
"NOR,WIND-OFF,SOEC-EL,CH4SYN,CH4-RGAS",NOR,WIND-OFF,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"NOR,WIND-OFF,SOEC-EL,CH4SYN,CH4SYN",NOR,WIND-OFF,SOEC-EL,CH4SYN,CH4SYN,5982.377266449295,
"NOR,WIND-OFF,SOEC-EL,CH4SYN,SOEC-EL",NOR,WIND-OFF,SOEC-EL,CH4SYN,SOEC-EL,5982.377266449295,
"NOR,WIND-OFF,SOEC-EL,DRI,DRI",NOR,WIND-OFF,SOEC-EL,DRI,DRI,7008.0,öko
"NOR,WIND-OFF,SOEC-EL,DRI,SOEC-EL",NOR,WIND-OFF,SOEC-EL,DRI,SOEC-EL,7008.0,
"NOR,WIND-OFF,SOEC-EL,EFUELSYN,EFUELSYN",NOR,WIND-OFF,SOEC-EL,EFUELSYN,EFUELSYN,5993.961755044076,
"NOR,WIND-OFF,SOEC-EL,EFUELSYN,SOEC-EL",NOR,WIND-OFF,SOEC-EL,EFUELSYN,SOEC-EL,5993.961755044076,
"NOR,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-CON",NOR,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-CON,5477.79526773299,
"NOR,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-REC",NOR,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"NOR,WIND-OFF,SOEC-EL,LOHC-CON,SOEC-EL",NOR,WIND-OFF,SOEC-EL,LOHC-CON,SOEC-EL,5477.79526773299,
"NOR,WIND-OFF,SOEC-EL,NH3SYN,NH3-REC",NOR,WIND-OFF,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"NOR,WIND-OFF,SOEC-EL,NH3SYN,NH3SYN",NOR,WIND-OFF,SOEC-EL,NH3SYN,NH3SYN,5710.116593088684,
"NOR,WIND-OFF,SOEC-EL,NH3SYN,SOEC-EL",NOR,WIND-OFF,SOEC-EL,NH3SYN,SOEC-EL,5710.116593088684,
"NOR,WIND-ON,AEL-EL,,AEL-EL",NOR,WIND-ON,AEL-EL,,AEL-EL,5109.0513804469165,
"NOR,WIND-ON,AEL-EL,,H2-COMP",NOR,WIND-ON,AEL-EL,,H2-COMP,7008.0,
"NOR,WIND-ON,AEL-EL,,H2-LIQ",NOR,WIND-ON,AEL-EL,,H2-LIQ,5308.7947186333395,öko
"NOR,WIND-ON,AEL-EL,,H2-RGAS",NOR,WIND-ON,AEL-EL,,H2-RGAS,7008.0,öko
"NOR,WIND-ON,AEL-EL,CH3OHSYN,AEL-EL",NOR,WIND-ON,AEL-EL,CH3OHSYN,AEL-EL,5513.925398029293,
"NOR,WIND-ON,AEL-EL,CH3OHSYN,CH3OHREC",NOR,WIND-ON,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"NOR,WIND-ON,AEL-EL,CH3OHSYN,CH3OHSYN",NOR,WIND-ON,AEL-EL,CH3OHSYN,CH3OHSYN,5861.386875787222,
"NOR,WIND-ON,AEL-EL,CH4SYN,AEL-EL",NOR,WIND-ON,AEL-EL,CH4SYN,AEL-EL,5425.884100152218,
"NOR,WIND-ON,AEL-EL,CH4SYN,ATR",NOR,WIND-ON,AEL-EL,CH4SYN,ATR,7008.0,
"NOR,WIND-ON,AEL-EL,CH4SYN,CH4-LIQ",NOR,WIND-ON,AEL-EL,CH4SYN,CH4-LIQ,5859.954250398711,
"NOR,WIND-ON,AEL-EL,CH4SYN,CH4-RGAS",NOR,WIND-ON,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"NOR,WIND-ON,AEL-EL,CH4SYN,CH4SYN",NOR,WIND-ON,AEL-EL,CH4SYN,CH4SYN,5859.954250398711,
"NOR,WIND-ON,AEL-EL,DRI,AEL-EL",NOR,WIND-ON,AEL-EL,DRI,AEL-EL,7008.0,
"NOR,WIND-ON,AEL-EL,DRI,DRI",NOR,WIND-ON,AEL-EL,DRI,DRI,7008.0,öko
"NOR,WIND-ON,AEL-EL,EFUELSYN,AEL-EL",NOR,WIND-ON,AEL-EL,EFUELSYN,AEL-EL,5482.503318079889,
"NOR,WIND-ON,AEL-EL,EFUELSYN,EFUELSYN",NOR,WIND-ON,AEL-EL,EFUELSYN,EFUELSYN,5830.283238022121,
"NOR,WIND-ON,AEL-EL,LOHC-CON,AEL-EL",NOR,WIND-ON,AEL-EL,LOHC-CON,AEL-EL,5109.0513804469165,
"NOR,WIND-ON,AEL-EL,LOHC-CON,LOHC-CON",NOR,WIND-ON,AEL-EL,LOHC-CON,LOHC-CON,5109.0513804469165,
"NOR,WIND-ON,AEL-EL,LOHC-CON,LOHC-REC",NOR,WIND-ON,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"NOR,WIND-ON,AEL-EL,NH3SYN,AEL-EL",NOR,WIND-ON,AEL-EL,NH3SYN,AEL-EL,5312.876287999115,
"NOR,WIND-ON,AEL-EL,NH3SYN,NH3-REC",NOR,WIND-ON,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"NOR,WIND-ON,AEL-EL,NH3SYN,NH3SYN",NOR,WIND-ON,AEL-EL,NH3SYN,NH3SYN,5399.140303739465,
"NOR,WIND-ON,PEM-EL,,H2-COMP",NOR,WIND-ON,PEM-EL,,H2-COMP,7008.0,
"NOR,WIND-ON,PEM-EL,,H2-LIQ",NOR,WIND-ON,PEM-EL,,H2-LIQ,5308.7947186333395,öko
"NOR,WIND-ON,PEM-EL,,H2-RGAS",NOR,WIND-ON,PEM-EL,,H2-RGAS,7008.0,öko
"NOR,WIND-ON,PEM-EL,,PEM-EL",NOR,WIND-ON,PEM-EL,,PEM-EL,5109.0513804469165,
"NOR,WIND-ON,PEM-EL,CH3OHSYN,CH3OHREC",NOR,WIND-ON,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"NOR,WIND-ON,PEM-EL,CH3OHSYN,CH3OHSYN",NOR,WIND-ON,PEM-EL,CH3OHSYN,CH3OHSYN,5861.386875787222,
"NOR,WIND-ON,PEM-EL,CH3OHSYN,PEM-EL",NOR,WIND-ON,PEM-EL,CH3OHSYN,PEM-EL,5513.925398029293,
"NOR,WIND-ON,PEM-EL,CH4SYN,ATR",NOR,WIND-ON,PEM-EL,CH4SYN,ATR,7008.0,
"NOR,WIND-ON,PEM-EL,CH4SYN,CH4-LIQ",NOR,WIND-ON,PEM-EL,CH4SYN,CH4-LIQ,5859.954250398711,
"NOR,WIND-ON,PEM-EL,CH4SYN,CH4-RGAS",NOR,WIND-ON,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"NOR,WIND-ON,PEM-EL,CH4SYN,CH4SYN",NOR,WIND-ON,PEM-EL,CH4SYN,CH4SYN,5859.954250398711,
"NOR,WIND-ON,PEM-EL,CH4SYN,PEM-EL",NOR,WIND-ON,PEM-EL,CH4SYN,PEM-EL,5425.884100152218,
"NOR,WIND-ON,PEM-EL,DRI,DRI",NOR,WIND-ON,PEM-EL,DRI,DRI,7008.0,öko
"NOR,WIND-ON,PEM-EL,DRI,PEM-EL",NOR,WIND-ON,PEM-EL,DRI,PEM-EL,7008.0,
"NOR,WIND-ON,PEM-EL,EFUELSYN,EFUELSYN",NOR,WIND-ON,PEM-EL,EFUELSYN,EFUELSYN,5830.283238022121,
"NOR,WIND-ON,PEM-EL,EFUELSYN,PEM-EL",NOR,WIND-ON,PEM-EL,EFUELSYN,PEM-EL,5482.503318079889,
"NOR,WIND-ON,PEM-EL,LOHC-CON,LOHC-CON",NOR,WIND-ON,PEM-EL,LOHC-CON,LOHC-CON,5109.0513804469165,
"NOR,WIND-ON,PEM-EL,LOHC-CON,LOHC-REC",NOR,WIND-ON,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"NOR,WIND-ON,PEM-EL,LOHC-CON,PEM-EL",NOR,WIND-ON,PEM-EL,LOHC-CON,PEM-EL,5109.0513804469165,
"NOR,WIND-ON,PEM-EL,NH3SYN,NH3-REC",NOR,WIND-ON,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"NOR,WIND-ON,PEM-EL,NH3SYN,NH3SYN",NOR,WIND-ON,PEM-EL,NH3SYN,NH3SYN,5399.140303739465,
"NOR,WIND-ON,PEM-EL,NH3SYN,PEM-EL",NOR,WIND-ON,PEM-EL,NH3SYN,PEM-EL,5312.876287999115,
"NOR,WIND-ON,SOEC-EL,,H2-COMP",NOR,WIND-ON,SOEC-EL,,H2-COMP,7008.0,
"NOR,WIND-ON,SOEC-EL,,H2-LIQ",NOR,WIND-ON,SOEC-EL,,H2-LIQ,5262.452643426899,öko
"NOR,WIND-ON,SOEC-EL,,H2-RGAS",NOR,WIND-ON,SOEC-EL,,H2-RGAS,7008.0,öko
"NOR,WIND-ON,SOEC-EL,,SOEC-EL",NOR,WIND-ON,SOEC-EL,,SOEC-EL,5070.121493494193,
"NOR,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHREC",NOR,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"NOR,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHSYN",NOR,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHSYN,5608.00972246705,
"NOR,WIND-ON,SOEC-EL,CH3OHSYN,SOEC-EL",NOR,WIND-ON,SOEC-EL,CH3OHSYN,SOEC-EL,5608.00972246705,
"NOR,WIND-ON,SOEC-EL,CH4SYN,ATR",NOR,WIND-ON,SOEC-EL,CH4SYN,ATR,7008.0,
"NOR,WIND-ON,SOEC-EL,CH4SYN,CH4-LIQ",NOR,WIND-ON,SOEC-EL,CH4SYN,CH4-LIQ,5605.295329047778,
"NOR,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS",NOR,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"NOR,WIND-ON,SOEC-EL,CH4SYN,CH4SYN",NOR,WIND-ON,SOEC-EL,CH4SYN,CH4SYN,5605.295329047778,
"NOR,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL",NOR,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL,5605.295329047778,
"NOR,WIND-ON,SOEC-EL,DRI,DRI",NOR,WIND-ON,SOEC-EL,DRI,DRI,7008.0,öko
"NOR,WIND-ON,SOEC-EL,DRI,SOEC-EL",NOR,WIND-ON,SOEC-EL,DRI,SOEC-EL,7008.0,
"NOR,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN",NOR,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN,5617.074516365668,
"NOR,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL",NOR,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL,5617.074516365668,
"NOR,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON",NOR,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON,5070.121493494193,
"NOR,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC",NOR,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"NOR,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL",NOR,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL,5070.121493494193,
"NOR,WIND-ON,SOEC-EL,NH3SYN,NH3-REC",NOR,WIND-ON,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"NOR,WIND-ON,SOEC-EL,NH3SYN,NH3SYN",NOR,WIND-ON,SOEC-EL,NH3SYN,NH3SYN,5325.887097027609,
"NOR,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL",NOR,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL,5325.887097027609,
"PER,PV-FIX,AEL-EL,,AEL-EL",PER,PV-FIX,AEL-EL,,AEL-EL,2899.0,PTX Atlas
"PER,PV-FIX,AEL-EL,,H2-COMP",PER,PV-FIX,AEL-EL,,H2-COMP,7008.0,
"PER,PV-FIX,AEL-EL,,H2-LIQ",PER,PV-FIX,AEL-EL,,H2-LIQ,2950.0,öko
"PER,PV-FIX,AEL-EL,,H2-RGAS",PER,PV-FIX,AEL-EL,,H2-RGAS,7008.0,öko
"PER,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL",PER,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL,3030.0,PTX Atlas
"PER,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC",PER,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"PER,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN",PER,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN,8105.0,PTX Atlas
"PER,PV-FIX,AEL-EL,CH4SYN,AEL-EL",PER,PV-FIX,AEL-EL,CH4SYN,AEL-EL,2988.5,PTX Atlas
"PER,PV-FIX,AEL-EL,CH4SYN,ATR",PER,PV-FIX,AEL-EL,CH4SYN,ATR,7008.0,
"PER,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ",PER,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ,8120.5,PTX Atlas
"PER,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS",PER,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"PER,PV-FIX,AEL-EL,CH4SYN,CH4SYN",PER,PV-FIX,AEL-EL,CH4SYN,CH4SYN,8120.5,PTX Atlas
"PER,PV-FIX,AEL-EL,DRI,AEL-EL",PER,PV-FIX,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"PER,PV-FIX,AEL-EL,DRI,DRI",PER,PV-FIX,AEL-EL,DRI,DRI,7008.0,öko
"PER,PV-FIX,AEL-EL,EFUELSYN,AEL-EL",PER,PV-FIX,AEL-EL,EFUELSYN,AEL-EL,3004.5,PTX Atlas
"PER,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN",PER,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN,8101.5,PTX Atlas
"PER,PV-FIX,AEL-EL,LOHC-CON,AEL-EL",PER,PV-FIX,AEL-EL,LOHC-CON,AEL-EL,2899.0,PTX Atlas
"PER,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON",PER,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON,2899.0,PTX Atlas
"PER,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC",PER,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"PER,PV-FIX,AEL-EL,NH3SYN,AEL-EL",PER,PV-FIX,AEL-EL,NH3SYN,AEL-EL,2914.0,PTX Atlas
"PER,PV-FIX,AEL-EL,NH3SYN,NH3-REC",PER,PV-FIX,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"PER,PV-FIX,AEL-EL,NH3SYN,NH3SYN",PER,PV-FIX,AEL-EL,NH3SYN,NH3SYN,8024.5,PTX Atlas
"PER,PV-FIX,PEM-EL,,H2-COMP",PER,PV-FIX,PEM-EL,,H2-COMP,7008.0,
"PER,PV-FIX,PEM-EL,,H2-LIQ",PER,PV-FIX,PEM-EL,,H2-LIQ,2950.0,öko
"PER,PV-FIX,PEM-EL,,H2-RGAS",PER,PV-FIX,PEM-EL,,H2-RGAS,7008.0,öko
"PER,PV-FIX,PEM-EL,,PEM-EL",PER,PV-FIX,PEM-EL,,PEM-EL,2899.0,PTX Atlas
"PER,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC",PER,PV-FIX,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"PER,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN",PER,PV-FIX,PEM-EL,CH3OHSYN,CH3OHSYN,8105.0,PTX Atlas
"PER,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL",PER,PV-FIX,PEM-EL,CH3OHSYN,PEM-EL,3030.0,PTX Atlas
"PER,PV-FIX,PEM-EL,CH4SYN,ATR",PER,PV-FIX,PEM-EL,CH4SYN,ATR,7008.0,
"PER,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ",PER,PV-FIX,PEM-EL,CH4SYN,CH4-LIQ,8120.5,PTX Atlas
"PER,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS",PER,PV-FIX,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"PER,PV-FIX,PEM-EL,CH4SYN,CH4SYN",PER,PV-FIX,PEM-EL,CH4SYN,CH4SYN,8120.5,PTX Atlas
"PER,PV-FIX,PEM-EL,CH4SYN,PEM-EL",PER,PV-FIX,PEM-EL,CH4SYN,PEM-EL,2988.5,PTX Atlas
"PER,PV-FIX,PEM-EL,DRI,DRI",PER,PV-FIX,PEM-EL,DRI,DRI,7008.0,öko
"PER,PV-FIX,PEM-EL,DRI,PEM-EL",PER,PV-FIX,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"PER,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN",PER,PV-FIX,PEM-EL,EFUELSYN,EFUELSYN,8101.5,PTX Atlas
"PER,PV-FIX,PEM-EL,EFUELSYN,PEM-EL",PER,PV-FIX,PEM-EL,EFUELSYN,PEM-EL,3004.5,PTX Atlas
"PER,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON",PER,PV-FIX,PEM-EL,LOHC-CON,LOHC-CON,2899.0,PTX Atlas
"PER,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC",PER,PV-FIX,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"PER,PV-FIX,PEM-EL,LOHC-CON,PEM-EL",PER,PV-FIX,PEM-EL,LOHC-CON,PEM-EL,2899.0,PTX Atlas
"PER,PV-FIX,PEM-EL,NH3SYN,NH3-REC",PER,PV-FIX,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"PER,PV-FIX,PEM-EL,NH3SYN,NH3SYN",PER,PV-FIX,PEM-EL,NH3SYN,NH3SYN,8024.5,PTX Atlas
"PER,PV-FIX,PEM-EL,NH3SYN,PEM-EL",PER,PV-FIX,PEM-EL,NH3SYN,PEM-EL,2914.0,PTX Atlas
"PER,PV-FIX,SOEC-EL,,H2-COMP",PER,PV-FIX,SOEC-EL,,H2-COMP,7008.0,
"PER,PV-FIX,SOEC-EL,,H2-LIQ",PER,PV-FIX,SOEC-EL,,H2-LIQ,2929.0,öko
"PER,PV-FIX,SOEC-EL,,H2-RGAS",PER,PV-FIX,SOEC-EL,,H2-RGAS,7008.0,öko
"PER,PV-FIX,SOEC-EL,,SOEC-EL",PER,PV-FIX,SOEC-EL,,SOEC-EL,2872.0,PTX Atlas
"PER,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC",PER,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"PER,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN",PER,PV-FIX,SOEC-EL,CH3OHSYN,CH3OHSYN,7841.0,PTX Atlas
"PER,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL",PER,PV-FIX,SOEC-EL,CH3OHSYN,SOEC-EL,7841.0,PTX Atlas
"PER,PV-FIX,SOEC-EL,CH4SYN,ATR",PER,PV-FIX,SOEC-EL,CH4SYN,ATR,7008.0,
"PER,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ",PER,PV-FIX,SOEC-EL,CH4SYN,CH4-LIQ,7444.5,PTX Atlas
"PER,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS",PER,PV-FIX,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"PER,PV-FIX,SOEC-EL,CH4SYN,CH4SYN",PER,PV-FIX,SOEC-EL,CH4SYN,CH4SYN,7444.5,PTX Atlas
"PER,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL",PER,PV-FIX,SOEC-EL,CH4SYN,SOEC-EL,7444.5,PTX Atlas
"PER,PV-FIX,SOEC-EL,DRI,DRI",PER,PV-FIX,SOEC-EL,DRI,DRI,7008.0,öko
"PER,PV-FIX,SOEC-EL,DRI,SOEC-EL",PER,PV-FIX,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"PER,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN",PER,PV-FIX,SOEC-EL,EFUELSYN,EFUELSYN,8113.5,PTX Atlas
"PER,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL",PER,PV-FIX,SOEC-EL,EFUELSYN,SOEC-EL,8113.5,PTX Atlas
"PER,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON",PER,PV-FIX,SOEC-EL,LOHC-CON,LOHC-CON,2872.0,PTX Atlas
"PER,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC",PER,PV-FIX,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"PER,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL",PER,PV-FIX,SOEC-EL,LOHC-CON,SOEC-EL,2872.0,PTX Atlas
"PER,PV-FIX,SOEC-EL,NH3SYN,NH3-REC",PER,PV-FIX,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"PER,PV-FIX,SOEC-EL,NH3SYN,NH3SYN",PER,PV-FIX,SOEC-EL,NH3SYN,NH3SYN,4530.5,PTX Atlas
"PER,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL",PER,PV-FIX,SOEC-EL,NH3SYN,SOEC-EL,4530.5,PTX Atlas
"PER,PV-TRK,AEL-EL,,H2-COMP",PER,PV-TRK,AEL-EL,,H2-COMP,7008.0,
"PER,PV-TRK,AEL-EL,,H2-RGAS",PER,PV-TRK,AEL-EL,,H2-RGAS,7008.0,öko
"PER,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC",PER,PV-TRK,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"PER,PV-TRK,AEL-EL,CH4SYN,ATR",PER,PV-TRK,AEL-EL,CH4SYN,ATR,7008.0,
"PER,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS",PER,PV-TRK,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"PER,PV-TRK,AEL-EL,DRI,AEL-EL",PER,PV-TRK,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"PER,PV-TRK,AEL-EL,DRI,DRI",PER,PV-TRK,AEL-EL,DRI,DRI,7008.0,öko
"PER,PV-TRK,AEL-EL,LOHC-CON,LOHC-REC",PER,PV-TRK,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"PER,PV-TRK,AEL-EL,NH3SYN,NH3-REC",PER,PV-TRK,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"PER,PV-TRK,PEM-EL,,H2-COMP",PER,PV-TRK,PEM-EL,,H2-COMP,7008.0,
"PER,PV-TRK,PEM-EL,,H2-RGAS",PER,PV-TRK,PEM-EL,,H2-RGAS,7008.0,öko
"PER,PV-TRK,PEM-EL,CH3OHSYN,CH3OHREC",PER,PV-TRK,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"PER,PV-TRK,PEM-EL,CH4SYN,ATR",PER,PV-TRK,PEM-EL,CH4SYN,ATR,7008.0,
"PER,PV-TRK,PEM-EL,CH4SYN,CH4-RGAS",PER,PV-TRK,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"PER,PV-TRK,PEM-EL,DRI,DRI",PER,PV-TRK,PEM-EL,DRI,DRI,7008.0,öko
"PER,PV-TRK,PEM-EL,DRI,PEM-EL",PER,PV-TRK,PEM-EL,DRI,PEM-EL,7008.0,PTX Atlas
"PER,PV-TRK,PEM-EL,LOHC-CON,LOHC-REC",PER,PV-TRK,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"PER,PV-TRK,PEM-EL,NH3SYN,NH3-REC",PER,PV-TRK,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"PER,PV-TRK,SOEC-EL,,H2-COMP",PER,PV-TRK,SOEC-EL,,H2-COMP,7008.0,
"PER,PV-TRK,SOEC-EL,,H2-RGAS",PER,PV-TRK,SOEC-EL,,H2-RGAS,7008.0,öko
"PER,PV-TRK,SOEC-EL,CH3OHSYN,CH3OHREC",PER,PV-TRK,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"PER,PV-TRK,SOEC-EL,CH4SYN,ATR",PER,PV-TRK,SOEC-EL,CH4SYN,ATR,7008.0,
"PER,PV-TRK,SOEC-EL,CH4SYN,CH4-RGAS",PER,PV-TRK,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"PER,PV-TRK,SOEC-EL,DRI,DRI",PER,PV-TRK,SOEC-EL,DRI,DRI,7008.0,öko
"PER,PV-TRK,SOEC-EL,DRI,SOEC-EL",PER,PV-TRK,SOEC-EL,DRI,SOEC-EL,7008.0,PTX Atlas
"PER,PV-TRK,SOEC-EL,LOHC-CON,LOHC-REC",PER,PV-TRK,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"PER,PV-TRK,SOEC-EL,NH3SYN,NH3-REC",PER,PV-TRK,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"PER,RES-HYBR,AEL-EL,,AEL-EL",PER,RES-HYBR,AEL-EL,,AEL-EL,2998.0,PTX Atlas
"PER,RES-HYBR,AEL-EL,,H2-COMP",PER,RES-HYBR,AEL-EL,,H2-COMP,7008.0,
"PER,RES-HYBR,AEL-EL,,H2-LIQ",PER,RES-HYBR,AEL-EL,,H2-LIQ,2978.0,öko
"PER,RES-HYBR,AEL-EL,,H2-RGAS",PER,RES-HYBR,AEL-EL,,H2-RGAS,7008.0,öko
"PER,RES-HYBR,AEL-EL,CH3OHSYN,AEL-EL",PER,RES-HYBR,AEL-EL,CH3OHSYN,AEL-EL,3051.0,PTX Atlas
"PER,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHREC",PER,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"PER,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHSYN",PER,RES-HYBR,AEL-EL,CH3OHSYN,CH3OHSYN,8182.0,PTX Atlas
"PER,RES-HYBR,AEL-EL,CH4SYN,AEL-EL",PER,RES-HYBR,AEL-EL,CH4SYN,AEL-EL,3003.0,PTX Atlas
"PER,RES-HYBR,AEL-EL,CH4SYN,ATR",PER,RES-HYBR,AEL-EL,CH4SYN,ATR,7008.0,
"PER,RES-HYBR,AEL-EL,CH4SYN,CH4-LIQ",PER,RES-HYBR,AEL-EL,CH4SYN,CH4-LIQ,8201.0,PTX Atlas
"PER,RES-HYBR,AEL-EL,CH4SYN,CH4-RGAS",PER,RES-HYBR,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"PER,RES-HYBR,AEL-EL,CH4SYN,CH4SYN",PER,RES-HYBR,AEL-EL,CH4SYN,CH4SYN,8201.0,PTX Atlas
