key,region,process_res,process_ely,process_deriv,process_flh,value,source
"ESP,RES-HYBR,PEM-EL,DRI,DRI",ESP,RES-HYBR,PEM-EL,DRI,DRI,7008.0,öko
"ESP,RES-HYBR,PEM-EL,DRI,PEM-EL",ESP,RES-HYBR,PEM-EL,DRI,PEM-EL,7008.0,
"ESP,RES-HYBR,PEM-EL,EFUELSYN,EFUELSYN",ESP,RES-HYBR,PEM-EL,EFUELSYN,EFUELSYN,6578.848311104349,
"ESP,RES-HYBR,PEM-EL,EFUELSYN,PEM-EL",ESP,RES-HYBR,PEM-EL,EFUELSYN,PEM-EL,6235.888072143048,
"ESP,RES-HYBR,PEM-EL,LOHC-CON,LOHC-CON",ESP,RES-HYBR,PEM-EL,LOHC-CON,LOHC-CON,6148.09639748841,
"ESP,RES-HYBR,PEM-EL,LOHC-CON,LOHC-REC",ESP,RES-HYBR,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,RES-HYBR,PEM-EL,LOHC-CON,PEM-EL",ESP,RES-HYBR,PEM-EL,LOHC-CON,PEM-EL,6148.09639748841,
"ESP,RES-HYBR,PEM-EL,NH3SYN,NH3-REC",ESP,RES-HYBR,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,RES-HYBR,PEM-EL,NH3SYN,NH3SYN",ESP,RES-HYBR,PEM-EL,NH3SYN,NH3SYN,6133.646052809534,
"ESP,RES-HYBR,PEM-EL,NH3SYN,PEM-EL",ESP,RES-HYBR,PEM-EL,NH3SYN,PEM-EL,6227.269645414582,
"ESP,RES-HYBR,SOEC-EL,,H2-COMP",ESP,RES-HYBR,SOEC-EL,,H2-COMP,7008.0,
"ESP,RES-HYBR,SOEC-EL,,H2-LIQ",ESP,RES-HYBR,SOEC-EL,,H2-LIQ,5885.371149304923,öko
"ESP,RES-HYBR,SOEC-EL,,H2-RGAS",ESP,RES-HYBR,SOEC-EL,,H2-RGAS,7008.0,öko
"ESP,RES-HYBR,SOEC-EL,,SOEC-EL",ESP,RES-HYBR,SOEC-EL,,SOEC-EL,5988.595605056698,
"ESP,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHREC",ESP,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ESP,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHSYN",ESP,RES-HYBR,SOEC-EL,CH3OHSYN,CH3OHSYN,6138.8680333380935,
"ESP,RES-HYBR,SOEC-EL,CH3OHSYN,SOEC-EL",ESP,RES-HYBR,SOEC-EL,CH3OHSYN,SOEC-EL,6138.8680333380935,
"ESP,RES-HYBR,SOEC-EL,CH4SYN,ATR",ESP,RES-HYBR,SOEC-EL,CH4SYN,ATR,7008.0,
"ESP,RES-HYBR,SOEC-EL,CH4SYN,CH4-LIQ",ESP,RES-HYBR,SOEC-EL,CH4SYN,CH4-LIQ,6175.844731791929,
"ESP,RES-HYBR,SOEC-EL,CH4SYN,CH4-RGAS",ESP,RES-HYBR,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ESP,RES-HYBR,SOEC-EL,CH4SYN,CH4SYN",ESP,RES-HYBR,SOEC-EL,CH4SYN,CH4SYN,6175.844731791929,
"ESP,RES-HYBR,SOEC-EL,CH4SYN,SOEC-EL",ESP,RES-HYBR,SOEC-EL,CH4SYN,SOEC-EL,6175.844731791929,
"ESP,RES-HYBR,SOEC-EL,DRI,DRI",ESP,RES-HYBR,SOEC-EL,DRI,DRI,7008.0,öko
"ESP,RES-HYBR,SOEC-EL,DRI,SOEC-EL",ESP,RES-HYBR,SOEC-EL,DRI,SOEC-EL,7008.0,
"ESP,RES-HYBR,SOEC-EL,EFUELSYN,EFUELSYN",ESP,RES-HYBR,SOEC-EL,EFUELSYN,EFUELSYN,6120.699177668532,
"ESP,RES-HYBR,SOEC-EL,EFUELSYN,SOEC-EL",ESP,RES-HYBR,SOEC-EL,EFUELSYN,SOEC-EL,6120.699177668532,
"ESP,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-CON",ESP,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-CON,5988.595605056698,
"ESP,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-REC",ESP,RES-HYBR,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,RES-HYBR,SOEC-EL,LOHC-CON,SOEC-EL",ESP,RES-HYBR,SOEC-EL,LOHC-CON,SOEC-EL,5988.595605056698,
"ESP,RES-HYBR,SOEC-EL,NH3SYN,NH3-REC",ESP,RES-HYBR,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,RES-HYBR,SOEC-EL,NH3SYN,NH3SYN",ESP,RES-HYBR,SOEC-EL,NH3SYN,NH3SYN,6334.363623864299,
"ESP,RES-HYBR,SOEC-EL,NH3SYN,SOEC-EL",ESP,RES-HYBR,SOEC-EL,NH3SYN,SOEC-EL,6334.363623864299,
"ESP,WIND-OFF,AEL-EL,,AEL-EL",ESP,WIND-OFF,AEL-EL,,AEL-EL,5119.969962737065,
"ESP,WIND-OFF,AEL-EL,,H2-COMP",ESP,WIND-OFF,AEL-EL,,H2-COMP,7008.0,
"ESP,WIND-OFF,AEL-EL,,H2-LIQ",ESP,WIND-OFF,AEL-EL,,H2-LIQ,5319.51239830128,öko
"ESP,WIND-OFF,AEL-EL,,H2-RGAS",ESP,WIND-OFF,AEL-EL,,H2-RGAS,7008.0,öko
"ESP,WIND-OFF,AEL-EL,CH3OHSYN,AEL-EL",ESP,WIND-OFF,AEL-EL,CH3OHSYN,AEL-EL,5524.822085214439,
"ESP,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHREC",ESP,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ESP,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHSYN",ESP,WIND-OFF,AEL-EL,CH3OHSYN,CH3OHSYN,5868.815224580019,
"ESP,WIND-OFF,AEL-EL,CH4SYN,AEL-EL",ESP,WIND-OFF,AEL-EL,CH4SYN,AEL-EL,5436.805749354828,
"ESP,WIND-OFF,AEL-EL,CH4SYN,ATR",ESP,WIND-OFF,AEL-EL,CH4SYN,ATR,7008.0,
"ESP,WIND-OFF,AEL-EL,CH4SYN,CH4-LIQ",ESP,WIND-OFF,AEL-EL,CH4SYN,CH4-LIQ,5867.489400254251,
"ESP,WIND-OFF,AEL-EL,CH4SYN,CH4-RGAS",ESP,WIND-OFF,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ESP,WIND-OFF,AEL-EL,CH4SYN,CH4SYN",ESP,WIND-OFF,AEL-EL,CH4SYN,CH4SYN,5867.489400254251,
"ESP,WIND-OFF,AEL-EL,DRI,AEL-EL",ESP,WIND-OFF,AEL-EL,DRI,AEL-EL,7008.0,
"ESP,WIND-OFF,AEL-EL,DRI,DRI",ESP,WIND-OFF,AEL-EL,DRI,DRI,7008.0,öko
"ESP,WIND-OFF,AEL-EL,EFUELSYN,AEL-EL",ESP,WIND-OFF,AEL-EL,EFUELSYN,AEL-EL,5493.382075111778,
"ESP,WIND-OFF,AEL-EL,EFUELSYN,EFUELSYN",ESP,WIND-OFF,AEL-EL,EFUELSYN,EFUELSYN,5837.767907548054,
"ESP,WIND-OFF,AEL-EL,LOHC-CON,AEL-EL",ESP,WIND-OFF,AEL-EL,LOHC-CON,AEL-EL,5119.969962737065,
"ESP,WIND-OFF,AEL-EL,LOHC-CON,LOHC-CON",ESP,WIND-OFF,AEL-EL,LOHC-CON,LOHC-CON,5119.969962737065,
"ESP,WIND-OFF,AEL-EL,LOHC-CON,LOHC-REC",ESP,WIND-OFF,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,WIND-OFF,AEL-EL,NH3SYN,AEL-EL",ESP,WIND-OFF,AEL-EL,NH3SYN,AEL-EL,5323.449713800253,
"ESP,WIND-OFF,AEL-EL,NH3SYN,NH3-REC",ESP,WIND-OFF,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,WIND-OFF,AEL-EL,NH3SYN,NH3SYN",ESP,WIND-OFF,AEL-EL,NH3SYN,NH3SYN,5408.513252662228,
"ESP,WIND-OFF,PEM-EL,,H2-COMP",ESP,WIND-OFF,PEM-EL,,H2-COMP,7008.0,
"ESP,WIND-OFF,PEM-EL,,H2-LIQ",ESP,WIND-OFF,PEM-EL,,H2-LIQ,5319.51239830128,öko
"ESP,WIND-OFF,PEM-EL,,H2-RGAS",ESP,WIND-OFF,PEM-EL,,H2-RGAS,7008.0,öko
"ESP,WIND-OFF,PEM-EL,,PEM-EL",ESP,WIND-OFF,PEM-EL,,PEM-EL,5119.969962737065,
"ESP,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHREC",ESP,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ESP,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHSYN",ESP,WIND-OFF,PEM-EL,CH3OHSYN,CH3OHSYN,5868.815224580019,
"ESP,WIND-OFF,PEM-EL,CH3OHSYN,PEM-EL",ESP,WIND-OFF,PEM-EL,CH3OHSYN,PEM-EL,5524.822085214439,
"ESP,WIND-OFF,PEM-EL,CH4SYN,ATR",ESP,WIND-OFF,PEM-EL,CH4SYN,ATR,7008.0,
"ESP,WIND-OFF,PEM-EL,CH4SYN,CH4-LIQ",ESP,WIND-OFF,PEM-EL,CH4SYN,CH4-LIQ,5867.489400254251,
"ESP,WIND-OFF,PEM-EL,CH4SYN,CH4-RGAS",ESP,WIND-OFF,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ESP,WIND-OFF,PEM-EL,CH4SYN,CH4SYN",ESP,WIND-OFF,PEM-EL,CH4SYN,CH4SYN,5867.489400254251,
"ESP,WIND-OFF,PEM-EL,CH4SYN,PEM-EL",ESP,WIND-OFF,PEM-EL,CH4SYN,PEM-EL,5436.805749354828,
"ESP,WIND-OFF,PEM-EL,DRI,DRI",ESP,WIND-OFF,PEM-EL,DRI,DRI,7008.0,öko
"ESP,WIND-OFF,PEM-EL,DRI,PEM-EL",ESP,WIND-OFF,PEM-EL,DRI,PEM-EL,7008.0,
"ESP,WIND-OFF,PEM-EL,EFUELSYN,EFUELSYN",ESP,WIND-OFF,PEM-EL,EFUELSYN,EFUELSYN,5837.767907548054,
"ESP,WIND-OFF,PEM-EL,EFUELSYN,PEM-EL",ESP,WIND-OFF,PEM-EL,EFUELSYN,PEM-EL,5493.382075111778,
"ESP,WIND-OFF,PEM-EL,LOHC-CON,LOHC-CON",ESP,WIND-OFF,PEM-EL,LOHC-CON,LOHC-CON,5119.969962737065,
"ESP,WIND-OFF,PEM-EL,LOHC-CON,LOHC-REC",ESP,WIND-OFF,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,WIND-OFF,PEM-EL,LOHC-CON,PEM-EL",ESP,WIND-OFF,PEM-EL,LOHC-CON,PEM-EL,5119.969962737065,
"ESP,WIND-OFF,PEM-EL,NH3SYN,NH3-REC",ESP,WIND-OFF,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,WIND-OFF,PEM-EL,NH3SYN,NH3SYN",ESP,WIND-OFF,PEM-EL,NH3SYN,NH3SYN,5408.513252662228,
"ESP,WIND-OFF,PEM-EL,NH3SYN,PEM-EL",ESP,WIND-OFF,PEM-EL,NH3SYN,PEM-EL,5323.449713800253,
"ESP,WIND-OFF,SOEC-EL,,H2-COMP",ESP,WIND-OFF,SOEC-EL,,H2-COMP,7008.0,
"ESP,WIND-OFF,SOEC-EL,,H2-LIQ",ESP,WIND-OFF,SOEC-EL,,H2-LIQ,5273.2837462698635,öko
"ESP,WIND-OFF,SOEC-EL,,H2-RGAS",ESP,WIND-OFF,SOEC-EL,,H2-RGAS,7008.0,öko
"ESP,WIND-OFF,SOEC-EL,,SOEC-EL",ESP,WIND-OFF,SOEC-EL,,SOEC-EL,5081.147902363622,
"ESP,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHREC",ESP,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ESP,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHSYN",ESP,WIND-OFF,SOEC-EL,CH3OHSYN,CH3OHSYN,5618.212392519403,
"ESP,WIND-OFF,SOEC-EL,CH3OHSYN,SOEC-EL",ESP,WIND-OFF,SOEC-EL,CH3OHSYN,SOEC-EL,5618.212392519403,
"ESP,WIND-OFF,SOEC-EL,CH4SYN,ATR",ESP,WIND-OFF,SOEC-EL,CH4SYN,ATR,7008.0,
"ESP,WIND-OFF,SOEC-EL,CH4SYN,CH4-LIQ",ESP,WIND-OFF,SOEC-EL,CH4SYN,CH4-LIQ,5615.494316281698,
"ESP,WIND-OFF,SOEC-EL,CH4SYN,CH4-RGAS",ESP,WIND-OFF,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ESP,WIND-OFF,SOEC-EL,CH4SYN,CH4SYN",ESP,WIND-OFF,SOEC-EL,CH4SYN,CH4SYN,5615.494316281698,
"ESP,WIND-OFF,SOEC-EL,CH4SYN,SOEC-EL",ESP,WIND-OFF,SOEC-EL,CH4SYN,SOEC-EL,5615.494316281698,
"ESP,WIND-OFF,SOEC-EL,DRI,DRI",ESP,WIND-OFF,SOEC-EL,DRI,DRI,7008.0,öko
"ESP,WIND-OFF,SOEC-EL,DRI,SOEC-EL",ESP,WIND-OFF,SOEC-EL,DRI,SOEC-EL,7008.0,
"ESP,WIND-OFF,SOEC-EL,EFUELSYN,EFUELSYN",ESP,WIND-OFF,SOEC-EL,EFUELSYN,EFUELSYN,5627.268237556337,
"ESP,WIND-OFF,SOEC-EL,EFUELSYN,SOEC-EL",ESP,WIND-OFF,SOEC-EL,EFUELSYN,SOEC-EL,5627.268237556337,
"ESP,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-CON",ESP,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-CON,5081.147902363622,
"ESP,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-REC",ESP,WIND-OFF,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,WIND-OFF,SOEC-EL,LOHC-CON,SOEC-EL",ESP,WIND-OFF,SOEC-EL,LOHC-CON,SOEC-EL,5081.147902363622,
"ESP,WIND-OFF,SOEC-EL,NH3SYN,NH3-REC",ESP,WIND-OFF,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,WIND-OFF,SOEC-EL,NH3SYN,NH3SYN",ESP,WIND-OFF,SOEC-EL,NH3SYN,NH3SYN,5336.2794052676345,
"ESP,WIND-OFF,SOEC-EL,NH3SYN,SOEC-EL",ESP,WIND-OFF,SOEC-EL,NH3SYN,SOEC-EL,5336.2794052676345,
"ESP,WIND-ON,AEL-EL,,AEL-EL",ESP,WIND-ON,AEL-EL,,AEL-EL,5119.969962737065,
"ESP,WIND-ON,AEL-EL,,H2-COMP",ESP,WIND-ON,AEL-EL,,H2-COMP,7008.0,
"ESP,WIND-ON,AEL-EL,,H2-LIQ",ESP,WIND-ON,AEL-EL,,H2-LIQ,5319.51239830128,öko
"ESP,WIND-ON,AEL-EL,,H2-RGAS",ESP,WIND-ON,AEL-EL,,H2-RGAS,7008.0,öko
"ESP,WIND-ON,AEL-EL,CH3OHSYN,AEL-EL",ESP,WIND-ON,AEL-EL,CH3OHSYN,AEL-EL,5524.822085214439,
"ESP,WIND-ON,AEL-EL,CH3OHSYN,CH3OHREC",ESP,WIND-ON,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ESP,WIND-ON,AEL-EL,CH3OHSYN,CH3OHSYN",ESP,WIND-ON,AEL-EL,CH3OHSYN,CH3OHSYN,5868.815224580019,
"ESP,WIND-ON,AEL-EL,CH4SYN,AEL-EL",ESP,WIND-ON,AEL-EL,CH4SYN,AEL-EL,5436.805749354828,
"ESP,WIND-ON,AEL-EL,CH4SYN,ATR",ESP,WIND-ON,AEL-EL,CH4SYN,ATR,7008.0,
"ESP,WIND-ON,AEL-EL,CH4SYN,CH4-LIQ",ESP,WIND-ON,AEL-EL,CH4SYN,CH4-LIQ,5867.489400254251,
"ESP,WIND-ON,AEL-EL,CH4SYN,CH4-RGAS",ESP,WIND-ON,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ESP,WIND-ON,AEL-EL,CH4SYN,CH4SYN",ESP,WIND-ON,AEL-EL,CH4SYN,CH4SYN,5867.489400254251,
"ESP,WIND-ON,AEL-EL,DRI,AEL-EL",ESP,WIND-ON,AEL-EL,DRI,AEL-EL,7008.0,
"ESP,WIND-ON,AEL-EL,DRI,DRI",ESP,WIND-ON,AEL-EL,DRI,DRI,7008.0,öko
"ESP,WIND-ON,AEL-EL,EFUELSYN,AEL-EL",ESP,WIND-ON,AEL-EL,EFUELSYN,AEL-EL,5493.382075111778,
"ESP,WIND-ON,AEL-EL,EFUELSYN,EFUELSYN",ESP,WIND-ON,AEL-EL,EFUELSYN,EFUELSYN,5837.767907548054,
"ESP,WIND-ON,AEL-EL,LOHC-CON,AEL-EL",ESP,WIND-ON,AEL-EL,LOHC-CON,AEL-EL,5119.969962737065,
"ESP,WIND-ON,AEL-EL,LOHC-CON,LOHC-CON",ESP,WIND-ON,AEL-EL,LOHC-CON,LOHC-CON,5119.969962737065,
"ESP,WIND-ON,AEL-EL,LOHC-CON,LOHC-REC",ESP,WIND-ON,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,WIND-ON,AEL-EL,NH3SYN,AEL-EL",ESP,WIND-ON,AEL-EL,NH3SYN,AEL-EL,5323.449713800253,
"ESP,WIND-ON,AEL-EL,NH3SYN,NH3-REC",ESP,WIND-ON,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,WIND-ON,AEL-EL,NH3SYN,NH3SYN",ESP,WIND-ON,AEL-EL,NH3SYN,NH3SYN,5408.513252662228,
"ESP,WIND-ON,PEM-EL,,H2-COMP",ESP,WIND-ON,PEM-EL,,H2-COMP,7008.0,
"ESP,WIND-ON,PEM-EL,,H2-LIQ",ESP,WIND-ON,PEM-EL,,H2-LIQ,5319.51239830128,öko
"ESP,WIND-ON,PEM-EL,,H2-RGAS",ESP,WIND-ON,PEM-EL,,H2-RGAS,7008.0,öko
"ESP,WIND-ON,PEM-EL,,PEM-EL",ESP,WIND-ON,PEM-EL,,PEM-EL,5119.969962737065,
"ESP,WIND-ON,PEM-EL,CH3OHSYN,CH3OHREC",ESP,WIND-ON,PEM-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ESP,WIND-ON,PEM-EL,CH3OHSYN,CH3OHSYN",ESP,WIND-ON,PEM-EL,CH3OHSYN,CH3OHSYN,5868.815224580019,
"ESP,WIND-ON,PEM-EL,CH3OHSYN,PEM-EL",ESP,WIND-ON,PEM-EL,CH3OHSYN,PEM-EL,5524.822085214439,
"ESP,WIND-ON,PEM-EL,CH4SYN,ATR",ESP,WIND-ON,PEM-EL,CH4SYN,ATR,7008.0,
"ESP,WIND-ON,PEM-EL,CH4SYN,CH4-LIQ",ESP,WIND-ON,PEM-EL,CH4SYN,CH4-LIQ,5867.489400254251,
"ESP,WIND-ON,PEM-EL,CH4SYN,CH4-RGAS",ESP,WIND-ON,PEM-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ESP,WIND-ON,PEM-EL,CH4SYN,CH4SYN",ESP,WIND-ON,PEM-EL,CH4SYN,CH4SYN,5867.489400254251,
"ESP,WIND-ON,PEM-EL,CH4SYN,PEM-EL",ESP,WIND-ON,PEM-EL,CH4SYN,PEM-EL,5436.805749354828,
"ESP,WIND-ON,PEM-EL,DRI,DRI",ESP,WIND-ON,PEM-EL,DRI,DRI,7008.0,öko
"ESP,WIND-ON,PEM-EL,DRI,PEM-EL",ESP,WIND-ON,PEM-EL,DRI,PEM-EL,7008.0,
"ESP,WIND-ON,PEM-EL,EFUELSYN,EFUELSYN",ESP,WIND-ON,PEM-EL,EFUELSYN,EFUELSYN,5837.767907548054,
"ESP,WIND-ON,PEM-EL,EFUELSYN,PEM-EL",ESP,WIND-ON,PEM-EL,EFUELSYN,PEM-EL,5493.382075111778,
"ESP,WIND-ON,PEM-EL,LOHC-CON,LOHC-CON",ESP,WIND-ON,PEM-EL,LOHC-CON,LOHC-CON,5119.969962737065,
"ESP,WIND-ON,PEM-EL,LOHC-CON,LOHC-REC",ESP,WIND-ON,PEM-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,WIND-ON,PEM-EL,LOHC-CON,PEM-EL",ESP,WIND-ON,PEM-EL,LOHC-CON,PEM-EL,5119.969962737065,
"ESP,WIND-ON,PEM-EL,NH3SYN,NH3-REC",ESP,WIND-ON,PEM-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,WIND-ON,PEM-EL,NH3SYN,NH3SYN",ESP,WIND-ON,PEM-EL,NH3SYN,NH3SYN,5408.513252662228,
"ESP,WIND-ON,PEM-EL,NH3SYN,PEM-EL",ESP,WIND-ON,PEM-EL,NH3SYN,PEM-EL,5323.449713800253,
"ESP,WIND-ON,SOEC-EL,,H2-COMP",ESP,WIND-ON,SOEC-EL,,H2-COMP,7008.0,
"ESP,WIND-ON,SOEC-EL,,H2-LIQ",ESP,WIND-ON,SOEC-EL,,H2-LIQ,5273.2837462698635,öko
"ESP,WIND-ON,SOEC-EL,,H2-RGAS",ESP,WIND-ON,SOEC-EL,,H2-RGAS,7008.0,öko
"ESP,WIND-ON,SOEC-EL,,SOEC-EL",ESP,WIND-ON,SOEC-EL,,SOEC-EL,5081.147902363622,
"ESP,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHREC",ESP,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"ESP,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHSYN",ESP,WIND-ON,SOEC-EL,CH3OHSYN,CH3OHSYN,5618.212392519403,
"ESP,WIND-ON,SOEC-EL,CH3OHSYN,SOEC-EL",ESP,WIND-ON,SOEC-EL,CH3OHSYN,SOEC-EL,5618.212392519403,
"ESP,WIND-ON,SOEC-EL,CH4SYN,ATR",ESP,WIND-ON,SOEC-EL,CH4SYN,ATR,7008.0,
"ESP,WIND-ON,SOEC-EL,CH4SYN,CH4-LIQ",ESP,WIND-ON,SOEC-EL,CH4SYN,CH4-LIQ,5615.494316281698,
"ESP,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS",ESP,WIND-ON,SOEC-EL,CH4SYN,CH4-RGAS,7008.0,öko
"ESP,WIND-ON,SOEC-EL,CH4SYN,CH4SYN",ESP,WIND-ON,SOEC-EL,CH4SYN,CH4SYN,5615.494316281698,
"ESP,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL",ESP,WIND-ON,SOEC-EL,CH4SYN,SOEC-EL,5615.494316281698,
"ESP,WIND-ON,SOEC-EL,DRI,DRI",ESP,WIND-ON,SOEC-EL,DRI,DRI,7008.0,öko
"ESP,WIND-ON,SOEC-EL,DRI,SOEC-EL",ESP,WIND-ON,SOEC-EL,DRI,SOEC-EL,7008.0,
"ESP,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN",ESP,WIND-ON,SOEC-EL,EFUELSYN,EFUELSYN,5627.268237556337,
"ESP,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL",ESP,WIND-ON,SOEC-EL,EFUELSYN,SOEC-EL,5627.268237556337,
"ESP,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON",ESP,WIND-ON,SOEC-EL,LOHC-CON,LOHC-CON,5081.147902363622,
"ESP,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC",ESP,WIND-ON,SOEC-EL,LOHC-CON,LOHC-REC,7008.0,öko
"ESP,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL",ESP,WIND-ON,SOEC-EL,LOHC-CON,SOEC-EL,5081.147902363622,
"ESP,WIND-ON,SOEC-EL,NH3SYN,NH3-REC",ESP,WIND-ON,SOEC-EL,NH3SYN,NH3-REC,7008.0,öko
"ESP,WIND-ON,SOEC-EL,NH3SYN,NH3SYN",ESP,WIND-ON,SOEC-EL,NH3SYN,NH3SYN,5336.2794052676345,
"ESP,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL",ESP,WIND-ON,SOEC-EL,NH3SYN,SOEC-EL,5336.2794052676345,
"IDN,PV-FIX,AEL-EL,,AEL-EL",IDN,PV-FIX,AEL-EL,,AEL-EL,2848.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,,H2-COMP",IDN,PV-FIX,AEL-EL,,H2-COMP,7008.0,
"IDN,PV-FIX,AEL-EL,,H2-LIQ",IDN,PV-FIX,AEL-EL,,H2-LIQ,2917.0,öko
"IDN,PV-FIX,AEL-EL,,H2-RGAS",IDN,PV-FIX,AEL-EL,,H2-RGAS,7008.0,öko
"IDN,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL",IDN,PV-FIX,AEL-EL,CH3OHSYN,AEL-EL,3005.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC",IDN,PV-FIX,AEL-EL,CH3OHSYN,CH3OHREC,7008.0,öko
"IDN,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN",IDN,PV-FIX,AEL-EL,CH3OHSYN,CH3OHSYN,8056.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,CH4SYN,AEL-EL",IDN,PV-FIX,AEL-EL,CH4SYN,AEL-EL,2956.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,CH4SYN,ATR",IDN,PV-FIX,AEL-EL,CH4SYN,ATR,7008.0,
"IDN,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ",IDN,PV-FIX,AEL-EL,CH4SYN,CH4-LIQ,8059.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS",IDN,PV-FIX,AEL-EL,CH4SYN,CH4-RGAS,7008.0,öko
"IDN,PV-FIX,AEL-EL,CH4SYN,CH4SYN",IDN,PV-FIX,AEL-EL,CH4SYN,CH4SYN,8059.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,DRI,AEL-EL",IDN,PV-FIX,AEL-EL,DRI,AEL-EL,7008.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,DRI,DRI",IDN,PV-FIX,AEL-EL,DRI,DRI,7008.0,öko
"IDN,PV-FIX,AEL-EL,EFUELSYN,AEL-EL",IDN,PV-FIX,AEL-EL,EFUELSYN,AEL-EL,2974.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN",IDN,PV-FIX,AEL-EL,EFUELSYN,EFUELSYN,8052.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,LOHC-CON,AEL-EL",IDN,PV-FIX,AEL-EL,LOHC-CON,AEL-EL,2848.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON",IDN,PV-FIX,AEL-EL,LOHC-CON,LOHC-CON,2848.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC",IDN,PV-FIX,AEL-EL,LOHC-CON,LOHC-REC,7008.0,öko
"IDN,PV-FIX,AEL-EL,NH3SYN,AEL-EL",IDN,PV-FIX,AEL-EL,NH3SYN,AEL-EL,2863.0,PTX Atlas
"IDN,PV-FIX,AEL-EL,NH3SYN,NH3-REC",IDN,PV-FIX,AEL-EL,NH3SYN,NH3-REC,7008.0,öko
"IDN,PV-FIX,AEL-EL,NH3SYN,NH3SYN",IDN,PV-FIX,AEL-EL,NH3SYN,NH3SYN,7994.0,PTX Atlas
"IDN,PV-FIX,PEM-EL,,H2-COMP",IDN,PV-FIX,PEM-EL,,H2-COMP,7008.0,
